"id","created_at","updated_at","title","subtitle","author","other_authors","publisher","year","isbn","quantity","sig1","sig2","keys","description","review","image","profile_image","section_id","edition","abies_book_id","lang_id"
"4365","2023-03-12 18:45:47","2023-03-12 18:45:47","La escuela a examen",NULL,"Fernández Enguita, Mariano",NULL,"Pirámide",NULL,NULL,"1","FER","esc",NULL,"<div>La escuela a examen recorre con una mirada crítica los principales aspectos de la institución escolar, desde sus relaciones con la sociedad global hasta los procesos concretos en su interior. La relación general escuela-sociedad se analiza en sus dimensiones políticas (ciudadanía), económicas (trabajo) y de control (custodia de la infancia). Capítulos específicos analizan en detalle el sistema educativo español, primero, y su relación con el empleo, después. La obra presta especial atención a las desigualdades ante la educación, sean de clase, de género o étnicas, discutiendo las políticas con las que se ha pretendido afrontarlas. Por último, se adentran en la vida interna de los centros para estudiar tanto sus rutinas cotidianas como el papel y las actitudes de profesores, padres y alumnos.</div>",NULL,NULL,"961","14",NULL,NULL,"1"
"4366","2023-03-17 18:42:06","2023-03-17 18:42:06","El Éxodo","Pasión y muerte de españoles en el exilio","Montseny, Federica",NULL,"Galba","1974",NULL,"1","MON","exo",NULL,"<div>Humildemente, con la preocupación constante de la sencillez y la verdad estricta, he descrito yo este episodio de mi vida, y de lo que ha sido la tragedia sin fin de un pueblo en éxodo y de una humanidad asolada por los azotes más terribles: la guerra y el fascismo.&nbsp;</div>",NULL,NULL,"962","25",NULL,NULL,"1"
"4367","2023-03-24 18:14:21","2023-03-24 18:14:21","Sentir Madrid como si existiera un todo","Geografía poética y etnografía reencantada de una ciudad","Santiago Muiño, Emilio",NULL,"La Torre Magnética","2018",NULL,"1","SAN","sen",NULL,"<div>Dentro del amplio abanico de experiencias humanas donde la poesía late, el contacto con lo maravilloso juega para mí un papel privilegiado. Entiendo lo maravilloso como la pérdida en la inmensidad de la realidad. Debido a su poder de saturación del presente, combinado con su capacidad radical de suspender cualquier inercia o previsibilidad, los fenómenos de lo maravilloso son uno de los acontecimientos que mejor contribuye a la vida plena de las mujeres y los hombres.<br>La geografía poética podría entenderse como una ciencia de lo particular, según la divertida ocurrencia patafísica"", que explora y cartografía la relación de la poesía, definida como acabo de hacer, con el espacio cotidiano en el que uno se desenvuelve. Pero fallamos si queremos entenderla como una actividad orientada al conocimiento. La geografía poética podría definirse mejor como una vivencia del medio físico y social cotidiano, en la que el espacio y los acontecimientos poéticos, de implicaciones y naturalezas diversas pero siempre reveladores, se van entretejiendo hasta conformar el territorio que sostiene y a la vez produce el sentido de una vida. Por tanto, en la geografía poética la voluntad de conocimiento se erotiza"".</div>",NULL,NULL,"963","5",NULL,NULL,"1"
"4368","2023-03-24 18:28:13","2023-03-24 18:28:13","En mar abierto",NULL,"Romero, Eduardo",NULL,"Cambalache","2016",NULL,"1","ROM","mar",NULL,"<div><br>Una ciudad, un barrio, la escalera de un portal. Este es el punto de partida de <em>En mar abierto</em>, una novela coral construida con episodios reales que, con mirada certera y desprejuiciada, narra las vicisitudes de unas personas a quienes nuestro mundo parece haberles dado la espalda.<br><br></div><div><br>Rachid, Ahmed y Simo, que encuentran refugio en el piso superior del edificio, han cruzado solos el Estrecho siendo aún niños. En el ojo del huracán de la policía —y de toda una sociedad que les coloca el estigma de ser menas—, tratan de construir una vida propia sin plegarse a los dictados de quienes quieren disciplinarlos o, directamente, expulsarlos del país. Carmen, la vecina del tercero, y Lamp, el apacible vendedor ambulante con el que se cruza en la escalera, van tejiendo su tierna amistad. Juan, siempre asomado a su ventana, reparte gañidos a todo el que pasa por debajo. Hay una anciana en el primero que aparta la cortina, pero jamás se asoma. Justo encima vive Rafa, el joven camarero que, cansado de su padre y de las vacas, ha emigrado del pueblo a la ciudad. Pronto conocerá a Jenny, la mujer que ha cruzado el charco con el único afán de sostener a quienes ha dejado atrás. Todos —y muchos más— conforman una historia de gentes que, en mar abierto, tratan de sobrevivir al temporal.<br><br></div>",NULL,NULL,"964","34",NULL,NULL,"1"
"4369","2023-03-24 18:36:35","2023-03-24 18:36:35","Sobre el poder",NULL,"Han, Byung-Chul",NULL,NULL,"2021",NULL,"1","HAN","sob",NULL,"<div>En este nuevo ensayo <strong>Han </strong>intenta formular un concepto de poder que englobe sus múltiples manifestaciones en la sociedad contemporánea.<br><br>En relación con el concepto de «poder», sigue reinando el caos teórico. Frente a todo lo que el fenómeno tiene de obvio tenemos todo lo que el concepto tiene de oscuro. Para unos, poder significa opresión; para otros, es un elemento constructivo de la comunicación. El poder se asocia tanto con la libertad como con la coerción. También se asocia con el derecho y con la arbitrariedad. En vista de esta confusión teórica, según Han es necesario hallar un concepto dinámico de poder capaz de unificar en sí mismo las nociones divergentes respecto a él; una forma fundamental de poder que, mediante la reubicación de elementos estructurales internos, genere diversas formas de manifestarse. De esta forma, quitaremos al poder esa fuerza que se basa en el hecho de que no se sabe exactamente en qué consiste.</div><div>Ver menos</div>",NULL,NULL,"965","22",NULL,NULL,"1"
"4370","2023-03-24 18:36:42","2023-03-24 18:36:42","The power",NULL,"Alderman, Naomi",NULL,"Penguin","2017",NULL,"1","ALD","pow",NULL,"<div><strong>¿Y si el poder estuviera literalmente en manos de las mujeres?</strong></div><div><strong>Una novela de ciencia ficción feminista seleccionada como libro del año por</strong><strong><em>The Guardian</em></strong><strong>.</strong></div><div><strong>¿Y si el poder estuviera literalmente en manos de las mujeres?</strong></div><div><strong>Una novela de ciencia ficción feminista seleccionada como libro del año por</strong><strong><em>The Guardian</em></strong></div><div>Una niña en la América profunda escapa de un padre maltratador.</div><div>Un chico en Nigeria filma a una mujer que está siendo atacada en un supermercado.</div><div>La hija de un criminal del este de Londres ve cómo su madre es asesinada.</div><div>Una senadora en Nueva Inglaterra se esfuerza por proteger a su hija.</div><div>Cuatro personajes que sufren las tensiones construidas a través de siglos de desequilibrio y amenaza están dispuestos a llegar lejos en su determinación por establecer un nuevo orden mundial.</div><div>Cuatro chicas que descubren que poseen un poder: el de la electricidad. Con un simple movimiento de sus manos, pueden infligir un dolor agonizante e incluso la muerte.</div><div>Un nuevo poder, extraordinario y devastador, ha llegado y cambiará el mundo para siempre.<br><br></div>",NULL,NULL,"966","34",NULL,NULL,"2"
"4371","2023-03-24 18:45:48","2023-03-24 18:45:48","The dispossessed",NULL,"Le Guin, Ursula",NULL,"Orion Books","1999",NULL,"1","LEG","dis",NULL,"<div>Shevek, a brilliant physicist, decides to take action. he will seek answers, question the unquestionable, and attempt to tear down the walls of hatred that have isolated his planet of anarchists from the rest of the civilized universe. To do this dangerous task will mean giving up his family and possibly his life. Shevek must make the unprecedented journey to the utopian mother planet, Anarres, to challenge the complex structures of life and living, and ignite the fires of change.<br><br></div>",NULL,NULL,"968","34",NULL,NULL,"2"
"4372","2023-03-24 18:51:25","2023-03-24 18:51:25","El capital","Crítica de la economía política","Marx, Karl",NULL,"Fondo de cultura económica","1946",NULL,"1","MAR","cap",NULL,"<div>Pocos libros han sido leídos y discutidos con tanta pasión como <em>El capital</em>. Desde que su primer tomo vio la luz, en 1967, fue censurado y elogiado prácticamente en todo el mundo y sigue siendo causa de debate hasta nuestros días. La polémica radica, debe decirse, en el contexto social y las interpretaciones históricas de que ha sido objeto, pues desde hace tiempo figura como un clásico de la materia y como tema fundamental para la investigación económica.<br><br></div><div>Esta es una nueva edición preparada por Wenceslao Roces poco antes de morir. Aquí, el especialista español en marxismo y traductor de otros grandes pensadores precisa conceptos y perfecciona la prosa para facilitar la comprensión de este texto esencial. En esta edición se incluyen varias cartas que Marx intercambió con algunos de sus contemporáneos, así como artículos en los que Engels hace referencia a las teorías expuestas en el libro; además se enriquece con un estudio introductorio que analiza la importancia de la obra cumbre de Marx en el ámbito académico y social de habla hispana, y con un prólogo que narra la historia de las ediciones de <em>El capital </em>realizadas por el FCE.<br>Este libro se considera en el núcleo mismo de las teorías del nacimiento y la circulación del capital. En estas páginas Marx disecciona el “proceso de producción del capital” a partir de un minucioso análisis de las mercancías y su valor, del intercambio, del dinero, de los modos de producción capitalista, del trabajo y de la acumulación del capital. Conceptos como plusvalía, introducidos en esta obra, han ayudado desde entonces a comprender cómo las sociedades modernas organizan sus economías.<br><br></div><div>“Cuando el mundo vuelva a la tradición del humanismo y supere el deterioro […] de la cultura occidental, tanto en su forma soviética como en la capitalista, se comprenderá efectivamente que Marx no fue ni un fanático ni un oportunista, sino que representó el florecimiento del humanismo occidental”. Erich Fromm, <em>Marx y su concepto del hombre<br></em><br></div>","<h1><br></h1>",NULL,"969","4",NULL,NULL,"1"
"4373","2023-03-24 18:58:33","2023-03-24 18:58:33","Los Anarquistas",NULL,"Joll, James",NULL,"Grijalbo","1968",NULL,"1","JOL","ana",NULL,"<div>En sus 265 páginas, el libro narra la historia del movimiento anarquista, cubriendo sus inicios filosóficos en Europa&nbsp;con Godwin y Proudhon, además del posterior desarrollo ideológico por los rusos Kropotkin y Bakunin, y también la influencia que tuvo la ideología en los grupos de la clase trabajadora en los siglos XIX y XX, principalmente en Europa y Rusia, pero también en Estados Unidos.&nbsp;&nbsp;</div>",NULL,NULL,"970","2",NULL,NULL,"1"
"4376","2023-03-24 19:13:00","2023-03-24 19:40:12","Matadero Cinco",NULL,"Vonnegut, Kurt",NULL,"Anagrama","1991",NULL,"1","VON","mat",NULL,"<div>Una historia amarga, conmovedora y a la vez divertidísima, de la inocencia confrontada con el apocalipsis, «una novela con ribetes esquizofrénico-telegráficos», en palabras de su autor. Kurt Vonnegut fue hecho prisionero en la Segunda Guerra Mundial y se encontraba en Dresde cuando esta ciudad fue bombardeada y arrasada por la aviación norteamericana; este hecho le marcó profundamente y decidió escribir un libro en torno a ese tema: ""Matadero Cinco"".</div>",NULL,NULL,"974","34",NULL,NULL,"1"
"4379","2023-03-24 19:21:31","2023-03-24 19:21:31","Reunión",NULL,"Zeiko, Dani",NULL,"Lengua o muerte","2020",NULL,"1","ZEI","reu",NULL,"<div>El día 26 de marzo de 2020, Mohammed Hossein, vecino de Lavapiés de origen bangladesí afectado por la COVID-19, murió en su casa luego de intentar comunicarse telefónicamente durante seis días con los servicios sanitarios. No hablaba bien español.<br><br></div><div>El artista, poeta y editor argentino Dani Zelko habló por teléfono desde su confinamiento en Buenos Aires con la familia y amig+s de Hossein. Sus voces se reúnen en este libro, <em>Lengua o muerte</em>, en el que se denuncia que esta muerte pudo haberse evitado y se la relaciona con el perentorio reclamo de contar con intérpretes en el sistema sanitario y en todas las instancias administrativas. Una reivindicación que secundan tanto l+s amig+s de Hossein como organizaciones migrantes y sociales, por el derecho de todas las personas a expresarse en sus lenguas.<br><br></div>",NULL,NULL,"976","11",NULL,NULL,"1"
"4380","2023-04-14 17:00:26","2023-11-24 18:37:49","White Trash",NULL,"Isenberg, Nancy",NULL,"Capitán Swing","2020",NULL,"1","ISE","whi",NULL,"<div>En su innovadora historia sobre el sistema de clases en Estados Unidos, Nancy Isenberg expone el crucial legado de la embarazosa, siempre presente y ocasionalmente entretenida <em>white trash</em>. Los votantes que pusieron a Trump en la Casa Blanca han sido una parte permanente del tejido estadounidense: los pobres, marginados y sin tierra han existido desde la época del primer asentamiento colonial británico hasta los actuales <em>hillbillies</em>. Denominados como «basura», «timadores perezosos», «comedores de arcilla» o «crackers» en la década de 1850, los oprimidos eran conocidos por tener niños prematuramente envejecidos que se distinguían por su piel amarillenta, ropa andrajosa y actitudes apáticas. Los blancos pobres fueron fundamentales para el ascenso del Partido Republicano a principios del siglo xix y la Guerra Civil en sí misma se libró casi tanto por cuestiones de clase como por la esclavitud. Por otro lado, la <em>escoria blanca</em> siempre ha estado en el centro de los principales debates sobre el carácter de la identidad nacional. Examinando la retórica política, la literatura popular y las teorías científicas a lo largo de cuatrocientos años, Isenberg cuestiona los mitos de la supuesta sociedad libre de clases estadounidense, donde la libertad y el trabajo duro garantizan la movilidad social.</div>",NULL,NULL,"978","67",NULL,NULL,"1"
"4381","2023-04-17 16:38:26","2023-04-17 16:38:26","Márgenes y umbrales","Revuelta y desorden en la colonización capitalista del espacio","Benach, Núria","Delgado, Manuel","Virus","2022",NULL,"1","BEN","mar",NULL,"<div>La paz espacial o territorial es un clásico sueño o utopía incumplida de las élites, sometida permanentemente a un conflicto multinivel donde subyacen todo tipo de relaciones de poder, que se substancian en las luchas por la legitimidad del uso y la utilidad última de los lugares.<br><br></div><div>Articulando las miradas geográfica y antropológica, Núria Benach y Manuel Delgado abordan aquí cómo el territorio, y aquello que los discursos hegemónicos denominan con el domesticado concepto de «espacio público», no es un conjunto vacío en el que intervenir y al que moldear. Esa multiplicidad de calles, plazas, placetas, huertos, solares, campos…, pero también de obras, infraestructuras, remodelaciones, intervenciones, rondas, circunvalaciones… no solo no están separados del «espacio privado» (es evidente en el efecto de la gentrificación sobre el precio de la vivienda), sino que son un campo de disputa entre subjetividades y necesidades, no solo diferentes sino antagónicas.<br><br></div><div>El intento de normalizar o de torcer cualquier espacio para unos determinados intereses y objetivos implica un despliegue de violencias de diferente orden (institucionales y económicas, pero también morales y moralizantes), cuyo correlato es un conjunto de estrategias de supervivencia de aquellas poblaciones sometidas o expulsadas por dicha normalización. En esa batalla, un conjunto de identidades, asimiladas a la relación con el territorio, como el significante barrio entre otros, juegan un papel determinante en las legitimidades en disputa sobre el espacio.<br><br></div><div>Entre márgenes y umbrales, espacios de delimitación territorial pero también simbólica, que son físicos, pero a menudo también económicos, identitarios o culturales, no es exagerado decir que las personas y las comunidades se juegan su existencia (sus relaciones en el territorio) a vida o muerte.</div>",NULL,NULL,"980","8",NULL,NULL,"1"
"4382","2023-04-17 16:48:15","2023-04-17 16:48:15","Crear en peligro","El trabajo del artista migrante","Danticat, Edwidge",NULL,"Banda propia","2019",NULL,"1","DAN","cre",NULL,"<div>A mediados de los años 70, dos jóvenes haitianos fueron fusilados a las afueras del cementerio nacional de Puerto Príncipe frente a una multitud convocada por la dictadura de François «Papa Doc» Duvalier. La escritora haitiano-estadounidense Edwidge Danticat no recuerda cuándo escuchó por primera vez sobre esta ejecución convertida en espectáculo, pero sí que siempre la ha perseguido y obsesionado.&nbsp;<br><br>Crear en peligro enlaza esta y otras historias que transcurren entre su país natal y Estados Unidos, su país adoptivo. Es un conjunto de ensayos literarios que exploran las vidas de artistas migrantes en momentos de crisis y diáspora, artistas que crean en peligro para gente que lee en peligro. Edwidge Danticat ha desarrollado una prosa nutrida de voces orales y cosmopolitas, de tradiciones narradas en inglés, creol y francés. Su originalidad la ha consolidado como una de las escritoras internacionales más celebradas y premiadas de su generación.</div>",NULL,NULL,"981","3",NULL,NULL,"1"
"4383","2023-04-17 16:53:54","2023-04-17 16:53:54","¡Intégrate tú!","Hablan los indígenas de la Republica Francesa","Bouteldja, Houria","Khiari, Sadri","Bellaterra","2021",NULL,"1","BOU","int",NULL,"<div>En 2005 la banlieues francesas ardieron contra la marginalidad, la violencia policial y el racismo, hoy arde Estados Unidos ¿y mañana dónde estará el incendio?&nbsp;</div><div>&nbsp;&nbsp;</div><div>El mismo 2005 nació dentro del antirracismo político el Partido de los Indígenas de la República, dirigido por Houria Boutelja y Sadri Khiari hasta 2021. Este partido y sus miembros han articulado las luchas antirracistas, contra la violencia policial y la solidaridad con Palestina. Pero más que estas luchas reactivas han construido un proyecto político para descolonizar Europa, construir una nueva sociedad sobre unas nuevas bases sociales y políticas donde no exista una sola manera de vivir un territorio. Estos militantes del antirracismo político no han esquivado ninguna polémica política en Francia. De su misma voz te invitamos leer sus posturas políticas radicales.</div>",NULL,NULL,"982","11",NULL,NULL,"1"
"4384","2023-04-17 16:58:32","2023-04-17 16:58:32","Residir, resistir, recibir",NULL,"Colectivo La Vorágine",NULL,"La Vorágine","2021",NULL,"1","COL","res",NULL,"<div>Este es un libro político, como lo es la vida, la observación o el activismo. Tan político como lo es la parálisis, la inacción o el individualismo. Pero es un libro político fraguado a muchas manos, nacido en el colectivo La Vorágine, que ha decidido parar un segundo la rueda del “hacer por hacer” y reflexionar en voz alta sobre el porqué de su (re)existencia.<br><br></div><div>Quizá la principal razón sean las otras, los otros, les otres… y, claro, el deber moral de resistir a un sistema capitalista violento y depredador. Queremos estar despiertas (o ya lo estamos sin remedio) y compartir nuestras pesadillas y nuestros anhelos, nuestras rutas mutantes.<br><br></div><div>Este libro no nace como un manual para colectivos, asociaciones u organizaciones. Nace para ser reflejo de un sendero sin punto de llegada. Un caminar en el que hemos decidido no tomar el camino fácil de la autocomplacencia y declararnos vulnerables y totalmente imperfectas. Hay textos que nacen así, que pueden servir a alguien o tal vez sólo nos recuerdan que no tenemos un plan metódico que cumplir. Simplemente muchísimas razones para Residir, Resistir y Recibir.</div>",NULL,NULL,"983","10",NULL,NULL,"1"
"4385","2023-04-17 17:09:36","2023-04-17 17:09:36","Dones de la Muntanya","Cróniques de pagesia i ruralitats","Rvera, Federica","Manya, Martina","Pollen edicions","2022",NULL,"1","RVE","don",NULL,"<div><em>Dones de la muntanya Cròniques de pagesia i ruralitats</em> és una novel·la gràfica retrat del món pagès i ramader pirinenc des de la mirada de gènere.<br><br>El còmic és també el diari d’una científica social i natural que recorre el Pallars per conèixer projectes de pagesia de muntanya, amb les seves contradiccions d’urbanita i una curiositat ingent que ens permet endinsar-nos en les problemàtiques que assolen les terres del Pirineu i les comunitats que les habiten. Una obra que no només té en compte els sabers de les pageses, sinó que és també un diàleg bonic entre artistes i científiques, entre l’autora de la idea i el text i la il·lustradora i artista plàstica Martina Manyà, que ha sabut crear un imaginari exquisit i rude a la vegada, una estètica divertida i alhora greu, en blanc i negre.<br><br></div><div>L’autora de la idea i el text és Federica Ravera, doctora en Ciències Ambientals i investigadora. Martina Manyà, il·lustradora i artista plàstica, és la creadora de les il·lustracions del còmic. Amb pròleg de Vanesa Freixa</div>",NULL,NULL,"984","36",NULL,NULL,"6"
"4386","2023-04-17 17:14:36","2024-10-11 16:40:41","Se han adueñado del proceso de lucha","Horizontes comunitario-populares en tensión y la reconstitución de la dominación en la Bolivia del MAS","Salazar Lohman, Huáscar",NULL,"SOCEE","2015",NULL,"1","SAL","seh",NULL,"<div>Huáscar Salazar ha estudiado con rigurosidad y paciencia los principales acontecimientos políticos ocurridos en Bolivia después de 2006, rastreando con agudeza, en particular, los diversos esfuerzos de lucha colectiva por abrir y dar sendio y forma a un horizonte de transformación comunitario-popular que se espresaron de muy diversos modos, explícita y enérgicamente hasta finales de 2008. El recuento y análisis de numerosas acciones y discusiones protagonizadas por fogueados luchadores sociales, el registro de sus argumentos y de los nuevos conflictos que comenzaron a surgir a la hora de buscar desbordar y subvertir, en la Asamblea Constituyente y no únicamente en ella, la institucionalidad heredada -ahora parcialmente ocupada por cuadros del MAS- constituye una parte notable del esfuerzo de Salazar para contribyuir a conservar vivo en el recuerdo y la memoria histórica -no solo de bolivianos, sino de los luchadores sociales del mundo- todo aquello que colectivamente fue hilvanado como deseo común, como proyección de un presente deseable y un futuro posible en los tiempos finales de Pachakuti que remeció los Andes centrales a comienzos de siglo.<br><br>""Se han audeñado del proceso de lucha"". Horizontes comunitario populares en tensión y la reconstrucción de la dominación en la Bolivia del MAS, es un libro destinado, seguramente, a generar polémica y también, que es lo más importante, a abrir brecha para las nuevas luchas que reinaugurarán, más temprano que tarde, el camino del Pachakuti, hoy atrapado en la disputa palaciega por prebendas o en la obscura maniobra por influencia y dinero.</div>",NULL,NULL,"985","82",NULL,NULL,"1"
"4387","2023-04-17 17:20:12","2025-05-10 09:42:50","H",NULL,"Castro, Eugenio",NULL,"Pepitas de calabaza","2006",NULL,"1","CAS","hhh",NULL,"<div>[...] la experiencia onírica de la realidad que emana del derivar tiene un efecto demoledor inmediato sobre el horario calculado, pues en su fluir el tiempo ya no se justifica por la obligatoriedad de una actuación, ni el individuo tiene tampoco que justificar su «hacer» en función de un tiempo determinado en el que deba «cumplir».<br>&nbsp;<em>Ahí</em>, el tiempo no se mide por ninguna finalidad, por ningún acatamiento ni por ninguna penitencia, sino por la expansión de un placer psicofísico (una suerte de libido mental) del acontecer que disipa las fronteras del comportamiento programado, excedidas por la vivencia. [...]</div>",NULL,NULL,"986","5",NULL,NULL,"1"
"4388","2023-04-17 17:24:37","2023-04-17 17:24:37","Cipriano Mera","Vida y acción de un anarquista de Madrid","Bellaco, Martín","VVAA","La linterna sorda","2022",NULL,"1","BEL","cip",NULL,"<div>Cipriano Mera Sanz (1897-1975) es uno de los grandes personajes madrileños olvidados por la historia. Un hijo del arrabal del barrio de Tetuán, que supo trascender, con enorme esfuerzo, tesón y voluntad, el destino de miseria, ignorancia e incultura que le había deparado la suerte por su nacimiento.<br><br></div><div>&nbsp;Tuvo que buscarse la vida desde niño. A los 13 años trabaja de albañil. Fue uno de los fundadores del Sindicato madrileño de la Construcción de CNT. El golpe de Estado del 18 de julio de 1936 le pilló en prisión, por sus actividades huelguísticas. Liberado de la cárcel en esos días, cambia la obra por las trincheras y empuña las armas, que no soltará hasta abril de 1939, camino del exilio norteafricano, los trabajos forzados, la cárcel y el nuevo exilio en Francia donde volvió a coger la paleta.&nbsp;<br><br></div><div>&nbsp;A Cipriano Mera se le conoce por ser el único comandante republicano (al mando de la mítica 14 División y del IV Cuerpo de Ejército) que ganó una batalla al ejército fascista italiano, en Guadalajara, y como uno de los héroes en la defensa de un Madrid sitiado por las tropas fascistas. Pero fue mucho más que eso, un anarquista respetado por compañeros y enemigos. Este libro quiere ser un homenaje a su vida y a su acción.</div>",NULL,NULL,"987","25",NULL,NULL,"1"
"4389","2023-04-17 17:29:49","2023-04-17 17:29:49","Historia de la ultraizquierda","Espartaquistas, comunistas libertarios, situacionistas, neoanarquistas, zadistas,black blocs y otros enemigos del capital","Bourseiller, Christophe",NULL,"Errata naturae","2022",NULL,"1","BOU","his",NULL,"<div>Desde comienzos del siglo xx hasta la actualidad se extiende un movimiento político que desafía todas las etiquetas. Se coloca a la izquierda de la izquierda, e incluso a la izquierda de la llamada «extrema izquierda». Es, de hecho, el aguijón de todas las izquierdas: la ultraizquierda.&nbsp;<br><br></div><div>Así, desde un punto de vista histórico, los distintos grupos y tendencias vinculados a la ultraizquierda han ejercido una crítica lúcida y despiadada del sistema capitalista, pero también de todo comunismo ortodoxo e incluso de cierto anarquismo rampante, es decir: de toda teoría y toda estructura que, una vez convertida en dogma y consigna de orden, avalara la explotación de un ser humano por sus iguales. De este modo, la ultraizquierda encarna una forma de vanguardia en los confines mismos de la política, el arte y la acción.&nbsp;<br><br></div><div>La historia de la ultraizquierda es por tanto un largo viaje por tierras desconocidas, al encuentro de revolucionarios sinceros, perdedores magníficos, nihilistas auténticos, creadores temerarios, neorrurales radicales, sectarios neuróticos, regimientos sin generales y batallones andrajosos. Es verdad que a veces dedican demasiado tiempo a insultar a través de octavillas incendiarias (y en ocasiones inolvidablemente poéticas), pero no es menos cierto que su clarividencia y la valentía de sus posicionamientos han dado lugar a avances fundamentales en el ámbito de la ideología, la filosofía, la sociología, la historia o la simple vida cotidiana.<br><br></div><div>En consecuencia, esta es la historia de una paradoja: una corriente colérica y violenta que, sin embargo, ha constituido y constituye un semillero de ideas nuevas que se han gestado siempre en los márgenes políticos. Y no debemos olvidar que la incertidumbre radical que preña hoy nuestro futuro convierte en fundamental la búsqueda de caminos inéditos para una sociedad más libre, justa e igualitaria.&nbsp;</div>",NULL,NULL,NULL,"24",NULL,NULL,"1"
"4390","2023-04-21 16:47:25","2023-04-21 16:47:25","Rutas sin mapa","Horizontes de transición ecosocial","Santiago Muíño, Emilio",NULL,NULL,NULL,NULL,"1","SAN","rut",NULL,NULL,NULL,NULL,NULL,"74",NULL,NULL,"1"
"4391","2023-04-21 17:06:36","2023-04-21 17:06:36","Justicia, naturaleza y la geografía de la diferencia",NULL,"Harvey, David",NULL,"Traficantes de sueños",NULL,NULL,"1","HAR","jus",NULL,NULL,NULL,NULL,NULL,"9",NULL,NULL,"1"
"4392","2023-04-21 17:09:42","2023-04-21 17:09:42","Del amor","Breves apuntes sobre las pasiones humanas","Mella, Ricardo",NULL,"La Rosa Negra Ediciones","2014",NULL,"1","MEL","del",NULL,"<div>El intento de inocular ideas de fraternidad en la sociedad es una reminiscencia del cristianismo, todavía residual en las prerrogativas de moralistas, demócratas, filósofos, intelectuales, revolucionarios y reformadores de todo tipo. El precepto bíblico «amaos los unos a los otros» convoca a los seres humanos al ejercicio del amor en una sociedad de odio bélico, plusvalía capitalista, propiedad privada y autoridad policial, sin reconocer que la fraternidad no sólo es una contradicción con las condiciones de vida existentes, sino también una negación de la confrontación necesaria entre explotadores y explotados para la emergencia de una nueva sociedad.</div><div>&nbsp;Predicar el amor entre los seres humanos —o, expresado en términos más familiares con los tiempos democráticos que vivimos, defender la paz social dentro de la sociedad de clases— es ineficaz para realizar un cambio real que termine con las injusticias sociales. Las causas de la injusticia responden a razones económico-materialistas insumisas a la influencia de los mejores sentimientos humanos. Defender y promover la fraternidad en una sociedad basada en la explotación equivale a convertirse en cómplice de los explotadores. El mundo en que vivimos viola constantemente toda posibilidad de desarrollar sentimientos pacíficos, amorosos y fraternales.&nbsp;</div>",NULL,NULL,"988","2",NULL,NULL,"1"
"4393","2023-04-21 17:09:44","2023-04-21 17:09:44","Centrales Nucleares. Imperialismo tecnológico y proliferación nuclear",NULL,"Fisas, Vicens",NULL,"Campo Abierto","1978",NULL,"1","FIS","cen",NULL,"<div>La polémica nuclear se ha convertido ya en una guerra. Una batalla internacional en la que se pone en juego no sólo la introducción de un tipo de energía —la nuclear— sino el propio modelo de crecimiento económico actual.</div>",NULL,NULL,"989","74",NULL,NULL,"1"
"4394","2023-04-22 09:58:18","2023-04-22 09:58:18","Anarquismo","Textos de André Girard, Errico Malatesta, Rudolf Rocker","VVAA",NULL,"Pastanaga",NULL,NULL,"1","VVA","ana",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,"1"
"4395","2023-05-03 16:44:41","2023-05-03 16:44:41","Bloc by bloc","Uprising","Simons, T.L.",NULL,"Out of Order Games,","2016",NULL,"1","SIM","blo",NULL,"<div><strong>Bloc by Bloc: The Insurrection Game</strong> is a semi-cooperative tabletop game inspired by 21st century protest movements, riots and popular uprisings. Each player controls a faction of revolutionaries—Workers, Students, Neighbors, or Prisoners—fighting against the State in the streets of a city that change with each game. Build barricades, clash with riot cops, occupy districts, loot shopping centers, and liberate the city before time runs out and the military arrives! Bloc by Bloc features hidden agendas, deep strategy, area control, asymmetrical player abilities, and a special method for randomly generating billions of unique city layouts. Bloc by Bloc 2nd edition features brand new art, streamlined gameplay, improved components and new objectives for the insurrection!</div><div>The game lasts up to 10 rounds. Each round is 1 night and each night has 2 phases. During the Nighttime phase, each player takes a turn: 3-5 actions followed by a police response that is controlled by the Police Ops deck and the level of Police Morale. Each player starts with 2 blocs in the city and can add more throughout the game. On a player's turn, they roll dice and take one action (such as looting, occupying, attacking, or barricading) for each die rolled with 1+ of their blocs. Players may use loot cards to enhance their actions. After all factions have taken their turns, the Sunrise phase begins, which is when police go on the attack and factions have a chance to liberate districts.</div><div>The police and the State are the common enemies of all factions. Factions must build occupations in all of their own districts for the social insurrection to be successful. However, each faction also has its own secret agenda with a set of specific tasks that faction must complete in order to win the game. The majority of factions will have Social Agendas and they must cooperate to win the game together. But some factions may have Vanguardist or Nihilist Agendas that secretly pit them against the social insurrection. These factions can only win the game alone!</div>",NULL,NULL,"991","37",NULL,NULL,"2"
